member_id,name,national_id,phone,branch_id,employer,join_date,risk_rating
M00307,Susan Wanjiru,33364596,0720326375,BR014,Boda Boda Operator,2023-01-11,Normal
M00308,Lilian Maina,38138265,0754524025,BR003,Small Business Owner,2025-10-28,Normal
M00309,Joyce Kamau,23277791,0768664992,BR013,National Police Service,2021-01-26,Normal
M00310,Nancy Waweru,33311145,0753805532,BR014,Self Employed,2020-05-09,Normal
M00311,Kevin Rotich,32597239,0767961650,BR011,County Government,2022-07-26,Normal
M00312,Michael Wafula,28269482,0719865900,BR011,Teacher - TSC,2026-01-26,Normal
M00313,Judith Wanjiru,33073544,0752503832,BR005,Matatu SACCO Crew,2021-03-25,Normal
M00314,Sarah Kilonzo,29051859,0723721268,BR002,County Government,2020-07-11,Normal
M00315,Vincent Koech,33691690,0723863742,BR002,Self Employed,2021-08-08,Normal
M00316,Michael Ndungu,30886075,0761705758,BR002,Self Employed,2023-06-21,Normal
M00317,Mercy Wamalwa,38774930,0742580349,BR005,Kenya Ports Authority,2024-02-21,Normal
M00318,Stephen Wafula,29006237,0776185975,BR009,County Government,2021-05-27,Normal
M00319,Francis Onyango,22581052,0758469365,BR002,Boda Boda Operator,2021-05-17,Normal
M00320,Sarah Odhiambo,24546274,0750890504,BR004,Self Employed,2025-01-22,Normal
M00321,Felix Barasa,34771430,0754927535,BR007,Small Business Owner,2023-03-24,Normal
M00322,Michael Chebet,26739457,0774291599,BR014,Matatu SACCO Crew,2026-03-02,Normal
M00323,Isaac Kariuki,36475471,0787293208,BR003,Kenya Revenue Authority,2023-12-20,Normal
M00324,Kennedy Maina,32247889,0725285764,BR004,Farmer / Agribusiness,2023-02-26,Normal
M00325,Alice Omondi,38458264,0713612618,BR010,Retired,2021-09-28,Normal
M00326,Damaris Chebet,22320579,0764914054,BR008,Ministry of Health,2021-11-07,Normal
M00327,Stephen Omondi,25172188,0766791272,BR008,Kenya Revenue Authority,2021-01-23,Normal
M00328,Winnie Muthoni,33448787,0781721578,BR007,Safaricom,2020-04-30,Normal
M00329,Kevin Chebet,38015575,0789701163,BR015,Ministry of Health,2024-03-11,Normal
M00330,Everlyne Omondi,31912119,0732325574,BR015,Ministry of Health,2020-06-15,Normal
M00331,Everlyne Kariuki,33408946,0754506155,BR010,Kenya Revenue Authority,2019-12-31,Normal
M00332,Paul Koech,37407964,0784892608,BR007,Kenya Ports Authority,2020-09-08,Normal
M00333,Brian Achieng,39749801,0777171380,BR012,County Government,2025-12-14,Normal
M00334,Dennis Adhiambo,22880809,0725578562,BR006,Private Security Firm,2019-10-11,Normal
M00335,Erick Ndungu,26941315,0779942848,BR012,KPLC,2021-02-02,Normal
M00336,Isaac Achieng,30700826,0719015987,BR006,Boda Boda Operator,2024-11-03,Normal
M00337,Judith Odhiambo,25514808,0742737441,BR001,Safaricom,2020-10-16,Normal
M00338,Dennis Achieng,27779781,0764364546,BR003,Ministry of Health,2025-09-09,Normal
M00339,Rose Mwangi,26621109,0770340936,BR003,Kenya Ports Authority,2021-08-04,Normal
M00340,Lucy Mutua,22099291,0787490324,BR007,Teacher - TSC,2023-11-11,Normal
M00341,Daniel Achieng,23823694,0745212476,BR013,Ministry of Health,2025-07-10,Normal
M00342,Agnes Waweru,33040569,0792048427,BR014,Small Business Owner,2024-12-27,Normal
M00343,Erick Waweru,25789062,0749922369,BR010,Farmer / Agribusiness,2020-10-12,Normal
M00344,Agnes Odhiambo,28005172,0750987410,BR010,Teacher - TSC,2026-02-13,Normal
M00345,Beatrice Waweru,24626058,0787149161,BR003,Small Business Owner,2023-09-09,Normal
M00346,Diana Adhiambo,25812795,0784479105,BR007,County Government,2021-08-01,Normal
M00347,Duncan Achieng,21798895,0758189421,BR008,Self Employed,2022-09-28,Normal
M00348,Caroline Koech,36608432,0764913082,BR008,Ministry of Health,2021-01-12,Normal
M00349,James Muthoni,21035513,0739598969,BR008,Boda Boda Operator,2024-02-29,Normal
M00350,Alice Mumo,35345159,0785920319,BR001,Retired,2022-08-01,Normal
M00351,Susan Odhiambo,28988860,0782894477,BR013,Private Security Firm,2025-01-20,Normal
M00352,Sarah Rotich,27333050,0767063296,BR006,Teacher - TSC,2025-07-31,Normal
M00353,Grace Achieng,28818615,0756785209,BR012,Private Security Firm,2022-04-11,Normal
M00354,Faith Mumo,27950590,0738169370,BR014,Kenya Revenue Authority,2020-06-23,Normal
M00355,Nancy Kariuki,34366902,0732277675,BR012,Kenya Ports Authority,2026-02-04,Normal
M00356,Susan Kilonzo,37860379,0747726592,BR003,Kenya Ports Authority,2021-10-26,Normal
M00357,Margaret Wafula,39217817,0745882178,BR009,Private Security Firm,2021-05-22,Normal
M00358,Irene Nyambura,21989304,0747221734,BR009,Private Security Firm,2020-07-27,Normal
M00359,Isaac Barasa,28306558,0762707402,BR011,KPLC,2020-12-03,Normal
M00360,Dennis Maina,35166325,0720135622,BR003,Ministry of Health,2025-12-23,Normal
M00361,Catherine Chebet,32383973,0771028216,BR013,KPLC,2020-07-18,Normal
M00362,Lilian Wekesa,23125315,0771532017,BR006,Ministry of Health,2026-01-10,Normal
M00363,Rose Kiptoo,34416430,0738434222,BR011,KPLC,2023-07-09,Normal
M00364,Anthony Wanjiru,38996576,0775140950,BR005,Kenya Revenue Authority,2023-02-14,Normal
M00365,Kennedy Gitau,35421005,0712185246,BR006,Teacher - TSC,2020-01-17,Normal
M00366,Dennis Kiptoo,24426268,0797241147,BR015,Boda Boda Operator,2021-04-10,Normal
M00367,Catherine Otieno,32477006,0799188862,BR003,Farmer / Agribusiness,2022-07-29,Normal
M00368,Francis Wekesa,27856563,0767610401,BR011,Ministry of Health,2021-05-10,Normal
M00369,James Wanjiru,39920578,0740358823,BR002,Safaricom,2020-07-26,Normal
M00370,Patrick Gitau,24046455,0766682016,BR011,Retired,2024-06-28,Normal
M00371,James Wekesa,23436885,0723851475,BR003,Matatu SACCO Crew,2024-11-09,Normal
M00372,Duncan Mumo,24467646,0796110892,BR006,Ministry of Health,2022-11-09,Normal
M00373,Nancy Kariuki,25506837,0769069144,BR003,Matatu SACCO Crew,2020-04-08,Normal
M00374,Rebecca Nyambura,34843939,0739158087,BR012,Teacher - TSC,2021-11-21,Normal
M00375,Susan Wekesa,32885972,0757182314,BR015,Small Business Owner,2020-08-17,Normal
M00376,James Cheruiyot,38568909,0790664728,BR006,Kenya Ports Authority,2021-01-25,Normal
M00377,Diana Mwangi,30121672,0737574457,BR012,Safaricom,2026-04-25,Normal
M00378,Margaret Kariuki,21831036,0742123815,BR010,KPLC,2025-03-20,Normal
M00379,Michael Otieno,37726353,0711619606,BR007,Matatu SACCO Crew,2020-10-06,Normal
M00380,Duncan Muthoni,34121836,0759044830,BR015,Safaricom,2023-01-19,Normal
M00381,Emily Otieno,20560003,0788834594,BR011,Teacher - TSC,2021-06-09,Normal
M00382,Peter Ndungu,33353825,0777996124,BR001,Boda Boda Operator,2022-06-10,Normal
M00383,Brian Otieno,38004127,0782162880,BR011,Kenya Ports Authority,2025-02-13,Normal
M00384,Moses Adhiambo,26818176,0730854365,BR003,Safaricom,2022-08-12,Normal
M00385,Damaris Kariuki,22218454,0751630244,BR006,Retired,2023-11-19,Normal
M00386,Simon Nyambura,23891863,0770850538,BR007,Kenya Ports Authority,2022-03-06,Normal
M00387,Everlyne Wekesa,25893698,0726031369,BR010,Self Employed,2020-02-13,Normal
M00388,Kevin Koech,37355118,0744795538,BR012,County Government,2021-01-15,Normal
M00389,Faith Mumo,20985032,0754964418,BR006,Kenya Revenue Authority,2020-12-03,Normal
M00390,Isaac Muthoni,22586041,0776591799,BR007,KPLC,2022-07-21,Normal
M00391,Anthony Njoroge,32337554,0731113788,BR009,Boda Boda Operator,2023-07-17,Normal
M00392,Faith Cheruiyot,37073330,0710344739,BR013,Self Employed,2020-08-27,Normal
M00393,Kevin Maina,25036005,0734019729,BR014,Farmer / Agribusiness,2019-08-22,Normal
M00394,Diana Wekesa,34071698,0740133935,BR014,Matatu SACCO Crew,2019-11-24,Normal
M00395,James Muthoni,32509366,0726025721,BR004,Safaricom,2024-03-02,Normal
M00396,Moses Kamau,33452805,0719251149,BR011,Farmer / Agribusiness,2020-02-03,Normal
M00397,Vincent Achieng,20267401,0759515518,BR008,National Police Service,2022-09-01,Normal
M00398,Esther Achieng,32357212,0789415412,BR005,KPLC,2025-10-28,Normal
M00399,Esther Wanjiru,20214006,0765034115,BR013,Self Employed,2021-09-10,Normal
M00400,Diana Wamalwa,20321948,0754965270,BR004,Self Employed,2025-07-29,Normal
M00401,Moses Cheruiyot,34086682,0776038997,BR013,Self Employed,2023-09-21,Normal
M00402,Paul Wamalwa,37440225,0765439545,BR003,Retired,2022-08-22,Normal
M00403,Jane Muthoni,23207032,0777837366,BR015,County Government,2023-09-05,Normal
M00404,Grace Nyambura,24385842,0741778964,BR011,Boda Boda Operator,2023-12-04,Normal
M00405,Mercy Barasa,30672246,0770768130,BR005,Boda Boda Operator,2023-01-13,Normal
M00406,Elijah Muthoni,23656521,0730858851,BR004,Teacher - TSC,2020-05-03,Normal
M00407,David Rotich,32022131,0737868462,BR003,KPLC,2024-07-17,Normal
M00408,Jane Njoroge,30207760,0790973889,BR005,Self Employed,2024-09-11,Normal
M00409,Paul Kilonzo,33295757,0778915391,BR004,Self Employed,2023-03-06,Normal
M00410,Alice Mwangi,33569151,0770693413,BR011,Safaricom,2022-11-08,Normal
M00411,David Ndungu,24690676,0726301180,BR012,Self Employed,2025-09-02,Normal
M00412,Brian Kilonzo,22819895,0788158177,BR001,Kenya Ports Authority,2021-12-29,Normal
M00413,Lucy Wamalwa,34879086,0727286109,BR005,Teacher - TSC,2020-05-05,Normal
M00414,Erick Kamau,25636782,0787025433,BR015,Small Business Owner,2023-03-22,Normal
M00415,Geoffrey Nyambura,25798447,0757505459,BR014,National Police Service,2023-12-06,Normal
M00416,Robert Wanjiru,21162642,0792423989,BR015,Kenya Ports Authority,2021-08-07,Normal
M00417,Dennis Wamalwa,38478045,0774294443,BR010,Self Employed,2022-04-04,Normal
M00418,Daniel Kariuki,37643392,0743440045,BR002,Ministry of Health,2022-08-21,Normal
M00419,Irene Chebet,32049802,0774382155,BR013,Safaricom,2025-08-06,Normal
M00420,Purity Barasa,33031913,0746297263,BR013,County Government,2024-12-08,Normal
M00421,Robert Ndungu,29426536,0717863981,BR001,Kenya Revenue Authority,2023-01-29,Normal
M00422,Esther Njoroge,23359950,0743266810,BR008,Ministry of Health,2025-06-09,Normal
M00423,Rebecca Wekesa,21875983,0739448924,BR004,Kenya Ports Authority,2022-06-28,Normal
M00424,Lilian Njoroge,25908947,0741749355,BR014,Kenya Ports Authority,2023-11-09,Normal
M00425,Isaac Kilonzo,39047219,0785645982,BR006,County Government,2023-07-11,Normal
M00426,Alice Onyango,21273851,0722114140,BR010,Self Employed,2021-08-12,Normal
M00427,Charles Mwangi,31131145,0792427773,BR004,National Police Service,2026-04-01,Normal
M00428,Rebecca Ndungu,30857838,0717993466,BR013,Self Employed,2020-12-18,Normal
M00429,Lilian Koech,32243671,0719735027,BR003,Matatu SACCO Crew,2026-01-29,Normal
M00430,Francis Barasa,24578558,0731139813,BR012,Retired,2023-12-09,Normal
M00431,Isaac Rotich,31973078,0739962391,BR007,Ministry of Health,2024-12-18,Normal
M00432,Isaac Wafula,24273102,0733851602,BR010,Retired,2021-06-20,Normal
M00433,Emily Muthoni,21086584,0734438599,BR001,Kenya Ports Authority,2025-12-04,Normal
M00434,Faith Adhiambo,36649207,0728876833,BR006,Matatu SACCO Crew,2026-05-11,Normal
M00435,Patrick Njoroge,22977150,0799929175,BR012,Ministry of Health,2020-05-16,Normal
M00436,Daniel Cheruiyot,22274815,0757040785,BR012,Boda Boda Operator,2023-04-08,Normal
M00437,Erick Wekesa,34081225,0732325567,BR013,Farmer / Agribusiness,2020-09-17,Normal
M00438,Brian Odhiambo,36088989,0787585294,BR007,Ministry of Health,2025-01-11,Normal
M00439,Kennedy Langat,21121147,0749581964,BR013,Self Employed,2022-01-11,Normal
M00440,Joseph Wamalwa,32598276,0731596235,BR006,Retired,2022-06-06,Normal
M00441,Michael Wamalwa,36197958,0714159837,BR002,Small Business Owner,2025-08-20,Normal
M00442,Alice Kamau,23397648,0754438762,BR011,National Police Service,2021-05-08,Normal
M00443,Mercy Rotich,28900808,0798663948,BR004,Boda Boda Operator,2024-02-03,Normal
M00444,Anthony Rotich,36473490,0730614492,BR005,Self Employed,2022-03-01,Normal
M00445,Duncan Omondi,36117146,0736799898,BR006,Teacher - TSC,2019-07-18,Normal
M00446,Jane Onyango,23875836,0751386492,BR001,Kenya Revenue Authority,2021-10-27,Normal
M00447,Catherine Otieno,38257839,0762013009,BR007,County Government,2024-10-12,Normal
M00448,Peter Mutua,34755240,0772419022,BR006,Boda Boda Operator,2023-10-12,Normal
M00449,Elijah Chebet,23244801,0721503440,BR004,Ministry of Health,2022-07-07,Normal
M00450,Susan Cheruiyot,38575797,0718185099,BR006,Private Security Firm,2025-07-28,Normal
M00451,Everlyne Langat,35932462,0786868410,BR007,Farmer / Agribusiness,2025-05-12,Normal
M00452,Robert Langat,21165294,0777390918,BR004,Kenya Ports Authority,2024-11-03,Normal
M00453,Nancy Wanjiru,24035989,0770269093,BR015,County Government,2025-04-18,Normal
M00454,Dennis Otieno,34609373,0737101146,BR003,Private Security Firm,2021-11-16,Normal
M00455,Simon Wekesa,22248548,0721680625,BR011,Small Business Owner,2021-02-27,Normal
M00456,Stephen Koech,35373203,0711659440,BR009,Kenya Revenue Authority,2023-12-16,Normal
M00457,Faith Nyambura,25021163,0729891032,BR012,Kenya Ports Authority,2026-02-02,Normal
M00458,Susan Mumo,23388676,0748398732,BR010,Private Security Firm,2026-01-13,Normal
M00459,Julius Onyango,39193914,0791733516,BR009,KPLC,2023-05-11,Normal
M00460,Michael Waweru,33479483,0715205303,BR001,Small Business Owner,2021-06-07,Normal
M00461,Charles Adhiambo,29012195,0759988144,BR015,Self Employed,2023-03-21,Normal
M00462,Charles Langat,23295628,0740595926,BR006,County Government,2022-11-25,Normal
M00463,Dennis Waweru,22995969,0735224301,BR005,KPLC,2024-06-20,Normal
M00464,Lilian Kilonzo,21885954,0779158328,BR004,Kenya Revenue Authority,2024-01-25,Normal
M00465,Rose Wanjiru,37592126,0786325904,BR003,Self Employed,2020-03-27,Normal
M00466,Esther Kamau,35315875,0716785951,BR003,Farmer / Agribusiness,2021-08-30,Normal
M00467,Erick Koech,33319172,0795283260,BR006,Farmer / Agribusiness,2021-09-25,Normal
M00468,Michael Achieng,25958719,0773697356,BR002,Kenya Ports Authority,2019-11-05,Normal
M00469,Robert Mutua,23033049,0748261364,BR009,Self Employed,2023-06-04,Normal
M00470,Emily Kiptoo,27427309,0796889858,BR007,National Police Service,2020-01-22,Normal
M00471,Purity Mwangi,20298566,0773632249,BR011,Farmer / Agribusiness,2021-10-26,Normal
M00472,Esther Mutua,30249526,0796267144,BR003,Boda Boda Operator,2021-06-11,Normal
M00473,Daniel Achieng,30138306,0779878835,BR007,Private Security Firm,2023-09-22,Normal
M00474,Moses Omondi,32557067,0785357498,BR010,Ministry of Health,2023-12-15,Normal
M00475,David Onyango,22142016,0755135227,BR010,Boda Boda Operator,2026-05-01,Normal
M00476,Isaac Wamalwa,30025766,0735281262,BR011,County Government,2023-02-23,Normal
M00477,Irene Ndungu,33559293,0798654879,BR009,Matatu SACCO Crew,2022-03-13,Normal
M00478,Margaret Mutua,34044733,0764304344,BR011,Small Business Owner,2021-01-26,Normal
M00479,Susan Gitau,26372495,0756059101,BR012,Retired,2019-11-24,Normal
M00480,Winnie Adhiambo,32029167,0778090647,BR012,Boda Boda Operator,2021-12-29,Normal
M00481,Alice Wafula,23275015,0773187139,BR014,County Government,2021-05-29,Normal
M00482,Alice Omondi,31261956,0797836731,BR012,Teacher - TSC,2022-05-27,Normal
M00483,Margaret Nyambura,31117158,0759886371,BR004,Boda Boda Operator,2023-06-27,Normal
M00484,Winnie Kamau,39581514,0787888306,BR010,Kenya Ports Authority,2022-10-19,Normal
M00485,Lilian Omondi,32806693,0781113720,BR002,Boda Boda Operator,2024-10-18,Normal
M00486,Daniel Barasa,33730199,0786424055,BR007,Farmer / Agribusiness,2020-02-09,Normal
M00487,Isaac Njoroge,22711582,0775441993,BR015,Matatu SACCO Crew,2024-08-19,Normal
M00488,Mary Achieng,29178072,0738102825,BR011,Kenya Revenue Authority,2021-06-26,Normal
M00489,Winnie Ndungu,22954177,0727368573,BR013,Kenya Ports Authority,2021-05-23,Normal
M00490,Charles Maina,20156670,0715063406,BR007,Safaricom,2024-04-25,Normal
M00491,Emily Gitau,37818537,0735578773,BR004,Self Employed,2023-09-08,Normal
M00492,Esther Chebet,31554461,0751888314,BR011,County Government,2019-07-19,Normal
M00493,Alice Otieno,21534053,0750024028,BR002,Boda Boda Operator,2023-10-21,Normal
M00494,Beatrice Wamalwa,24489228,0756000822,BR008,Farmer / Agribusiness,2025-05-03,Normal
M00495,Simon Adhiambo,33535577,0712566878,BR008,National Police Service,2023-07-13,Normal
M00496,Susan Koech,25670187,0726530521,BR004,Matatu SACCO Crew,2020-12-21,Normal
M00497,Catherine Mumo,37942676,0793635734,BR012,Self Employed,2019-12-03,Normal
M00498,Mary Kamau,23885261,0765938669,BR010,KPLC,2020-01-15,Normal
M00499,Isaac Wanjiru,26895265,0794598956,BR007,Self Employed,2020-11-20,Normal
M00500,Catherine Waweru,24602444,0766213840,BR005,Private Security Firm,2024-03-21,Normal
M00501,Faith Wafula,23825626,0724262473,BR015,KPLC,2020-09-04,Normal
M00502,Damaris Koech,26767029,0758039455,BR004,Retired,2026-05-01,Normal
M00503,Charles Adhiambo,26969053,0774513622,BR007,Matatu SACCO Crew,2022-10-24,Normal
M00504,Rebecca Odhiambo,39265369,0799794603,BR004,KPLC,2019-07-14,Normal
M00505,Martin Odhiambo,28586314,0796481420,BR003,National Police Service,2020-07-05,Normal
M00506,David Gitau,25862019,0715294153,BR008,Private Security Firm,2022-10-27,Normal
M00507,David Odhiambo,21539782,0711298197,BR005,Private Security Firm,2023-07-17,Normal
M00508,Erick Waweru,29002969,0722475714,BR003,Matatu SACCO Crew,2021-05-31,Normal
M00509,Brian Achieng,29121204,0761769856,BR014,Retired,2023-05-06,Normal
M00510,Irene Njoroge,23793548,0727785402,BR014,Retired,2024-11-11,Normal
M00511,Simon Muthoni,36195880,0786362294,BR012,Ministry of Health,2020-02-28,Normal
M00512,Kevin Waweru,20966912,0727536261,BR008,KPLC,2021-07-14,Normal
M00513,Sarah Kamau,22125205,0745113084,BR015,Ministry of Health,2024-12-22,Normal
M00514,Susan Wekesa,38958664,0740062746,BR006,Ministry of Health,2019-08-22,Normal
M00515,Diana Waweru,23195795,0768095862,BR014,Ministry of Health,2023-04-18,Normal
M00516,Geoffrey Kariuki,32914316,0729952062,BR012,Private Security Firm,2022-04-16,Normal
M00517,Julius Adhiambo,25265608,0777856130,BR014,Private Security Firm,2025-10-05,Normal
M00518,Charles Barasa,28082988,0754411953,BR008,Boda Boda Operator,2025-01-22,Normal
M00519,Rose Maina,27885291,0720580463,BR001,KPLC,2025-03-09,Normal
M00520,Charles Achieng,30605265,0725932563,BR008,KPLC,2025-12-05,Normal
M00521,Peter Rotich,38424698,0710022778,BR012,Private Security Firm,2019-09-13,Normal
M00522,Consolata Koech,38868750,0737763104,BR002,Ministry of Health,2026-04-11,Normal
M00523,Peter Gitau,27479890,0770996586,BR011,Matatu SACCO Crew,2024-08-13,Normal
M00524,Joyce Chebet,35184469,0725303956,BR009,Teacher - TSC,2026-03-25,Normal
M00525,Duncan Kariuki,29797342,0783509785,BR013,Safaricom,2021-12-27,Normal
M00526,Winnie Wanjiru,33730834,0724356130,BR006,Boda Boda Operator,2020-09-10,Normal
M00527,Felix Maina,27233983,0771343676,BR010,Private Security Firm,2021-09-12,Normal
M00528,Dennis Kamau,39757222,0726538199,BR013,Kenya Revenue Authority,2021-08-21,Normal
M00529,Purity Wanjiru,36737911,0710582186,BR015,Safaricom,2024-07-21,Normal
M00530,Damaris Muthoni,36204507,0778227286,BR012,Kenya Revenue Authority,2020-01-17,Normal
M00531,Duncan Wanjiru,23474694,0761996696,BR015,Ministry of Health,2021-06-27,Normal
M00532,Rose Nyambura,28329511,0746721417,BR010,Small Business Owner,2026-04-19,Normal
M00533,Ann Nyambura,37189755,0750119441,BR006,Private Security Firm,2022-10-19,Normal
M00534,Rebecca Rotich,27292806,0736962876,BR012,National Police Service,2025-08-23,Normal
M00535,Ann Chebet,25966404,0777631432,BR010,Safaricom,2022-10-05,Normal
M00536,Caroline Onyango,39555733,0786589761,BR012,Ministry of Health,2023-02-12,Normal
M00537,Felix Nyambura,20428507,0780159631,BR012,Teacher - TSC,2024-03-07,Normal
M00538,Peter Kiptoo,28958304,0731600382,BR001,Boda Boda Operator,2023-10-10,Normal
M00539,Diana Ndungu,29903274,0737380537,BR011,Kenya Revenue Authority,2022-04-24,Normal
M00540,Faith Waweru,38853731,0740106027,BR009,Retired,2019-11-12,Normal
M00541,Kennedy Ndungu,29651551,0799186817,BR011,Self Employed,2025-10-17,Normal
M00542,Kennedy Omondi,30490926,0784104909,BR015,Self Employed,2023-10-12,Normal
M00543,Emily Langat,34866755,0740272606,BR001,Farmer / Agribusiness,2022-04-27,Normal
M00544,Nancy Kiptoo,26492705,0749483865,BR011,KPLC,2023-08-17,Normal
M00545,Mercy Koech,24004849,0760626689,BR003,Self Employed,2020-05-03,Normal
M00546,Joseph Muthoni,28556922,0710757677,BR007,Matatu SACCO Crew,2022-08-19,Normal
M00547,Patrick Waweru,21706425,0793935292,BR008,Kenya Ports Authority,2021-03-28,Normal
M00548,Caroline Kilonzo,22445473,0752662313,BR014,Safaricom,2022-11-17,Normal
M00549,Moses Njoroge,33956336,0782890984,BR004,Safaricom,2021-07-25,Normal
M00550,Daniel Omondi,31136162,0754434998,BR007,Matatu SACCO Crew,2020-07-13,Normal
M00551,Caroline Gitau,20295403,0725397719,BR005,Ministry of Health,2021-12-13,Normal
M00552,Nancy Adhiambo,28181481,0715352233,BR006,Ministry of Health,2024-07-01,Normal
M00553,Faith Maina,28609750,0782509424,BR015,Retired,2023-02-06,Normal
M00554,Joyce Koech,37070333,0769801634,BR005,KPLC,2019-10-12,Normal
M00555,Moses Otieno,23219763,0732467350,BR001,Kenya Revenue Authority,2022-10-29,Normal
M00556,Lucy Omondi,27152970,0766936428,BR009,Private Security Firm,2025-06-25,Normal
M00557,Consolata Wekesa,34604155,0796779969,BR002,Private Security Firm,2021-10-22,Normal
M00558,Patrick Kamau,22936714,0719831184,BR002,Self Employed,2021-03-23,Normal
M00559,Duncan Cheruiyot,28678785,0764711545,BR003,Small Business Owner,2022-04-29,Normal
M00560,Brian Omondi,23969682,0781784254,BR008,Self Employed,2024-01-14,Normal
M00561,Felix Otieno,32002424,0777489633,BR011,Teacher - TSC,2020-03-18,Normal
M00562,Elijah Adhiambo,34685974,0761192463,BR005,Small Business Owner,2022-11-18,Normal
M00563,Paul Wanjiru,33119533,0783245898,BR014,Boda Boda Operator,2019-11-06,Normal
M00564,Rebecca Ndungu,32520182,0711496555,BR011,Safaricom,2021-02-12,Normal
M00565,John Muthoni,33223187,0782095327,BR014,Safaricom,2025-09-22,Normal
M00566,Consolata Wekesa,31537746,0738418851,BR002,Small Business Owner,2022-12-02,Normal
M00567,Paul Waweru,28480606,0736082023,BR015,Teacher - TSC,2025-04-01,Normal
M00568,Rebecca Rotich,35477491,0796526748,BR003,Safaricom,2025-11-11,Normal
M00569,Daniel Wekesa,39481557,0745672884,BR002,Matatu SACCO Crew,2022-10-05,Normal
M00570,Francis Waweru,22342397,0735970938,BR006,Matatu SACCO Crew,2020-12-09,Normal
M00571,Margaret Chebet,39601490,0730454105,BR008,Kenya Ports Authority,2024-07-21,Normal
M00572,Alice Mwangi,30509744,0743041067,BR010,Kenya Revenue Authority,2023-08-03,Normal
M00573,Ann Omondi,31125406,0774418331,BR004,KPLC,2024-05-23,Normal
M00574,David Njoroge,22750580,0747663633,BR008,Private Security Firm,2023-07-11,Normal
M00575,Martin Wamalwa,22565651,0720120010,BR014,Farmer / Agribusiness,2021-01-26,Normal
M00576,Anthony Muthoni,33594056,0789193333,BR001,National Police Service,2025-03-10,Normal
M00577,Robert Rotich,35841179,0797766064,BR015,Kenya Revenue Authority,2019-11-30,Normal
M00578,Elijah Muthoni,29764311,0727969238,BR003,KPLC,2023-08-09,Normal
M00579,Moses Mwangi,28015509,0792414513,BR009,Ministry of Health,2025-03-23,Normal
M00580,Joseph Muthoni,38985518,0798504955,BR003,Private Security Firm,2025-04-07,Normal
M00581,Elijah Onyango,27776236,0718437082,BR003,Boda Boda Operator,2024-12-03,Normal
M00582,Purity Adhiambo,32121584,0762088975,BR006,KPLC,2022-02-15,Normal
M00583,Julius Barasa,23463656,0779977486,BR015,Ministry of Health,2024-08-07,Normal
M00584,Susan Njoroge,32638597,0797734815,BR014,Small Business Owner,2022-07-27,Normal
M00585,Jane Koech,28441839,0760509993,BR006,Farmer / Agribusiness,2026-02-03,Normal
M00586,Felix Kilonzo,36336363,0774707720,BR004,Farmer / Agribusiness,2025-04-17,Normal
M00587,Sarah Njoroge,27717209,0720346606,BR010,Safaricom,2019-07-30,Normal
M00588,Joseph Kilonzo,23970503,0798732634,BR011,National Police Service,2022-08-26,Normal
M00589,Charles Onyango,27070051,0789294612,BR007,County Government,2023-03-16,Normal
M00590,Samuel Muthoni,39875889,0731626387,BR011,County Government,2024-02-10,Normal
M00591,Ann Kamau,25581490,0744663022,BR011,Farmer / Agribusiness,2025-04-01,Normal
M00592,Susan Kariuki,20624784,0798817918,BR003,Private Security Firm,2025-04-18,Normal
M00593,Charles Langat,36162109,0732893086,BR005,National Police Service,2020-06-18,Normal
M00594,Anthony Gitau,26103019,0793646063,BR014,Ministry of Health,2024-02-09,Normal
M00595,Agnes Adhiambo,35215933,0790065352,BR009,Kenya Ports Authority,2022-06-20,Normal
M00596,David Mwangi,26789690,0780157128,BR002,Private Security Firm,2022-01-29,Normal
M00597,Nancy Odhiambo,25953300,0773870080,BR015,Farmer / Agribusiness,2025-02-26,Normal
M00598,Caroline Koech,23943196,0722507745,BR010,KPLC,2026-03-24,Normal
M00599,Mary Wamalwa,34478630,0780067590,BR011,Small Business Owner,2020-12-17,Normal
M00600,Kennedy Onyango,32792174,0757045704,BR006,Kenya Ports Authority,2019-12-27,Normal
M00601,Stephen Onyango,27801837,0721249805,BR013,Boda Boda Operator,2025-12-17,Normal
M00602,John Chebet,20238708,0787576121,BR010,Safaricom,2025-08-07,Normal
M00603,Daniel Chebet,30599902,0764874257,BR002,Matatu SACCO Crew,2025-04-30,Normal
M00604,Catherine Mutua,37988695,0766849468,BR002,Kenya Ports Authority,2021-03-27,Normal
M00605,Rose Mumo,26834825,0765462544,BR006,Safaricom,2026-05-13,Normal
M00606,Vincent Rotich,36232297,0744061458,BR013,Boda Boda Operator,2025-10-02,Normal
M00607,Lilian Langat,23995855,0740839382,BR010,KPLC,2023-05-13,Normal
M00608,Brian Ndungu,31356089,0783897088,BR013,Kenya Ports Authority,2021-04-25,Normal
M00609,Julius Mwangi,23056425,0729505652,BR012,KPLC,2020-02-01,Normal
M00610,Stephen Cheruiyot,32443162,0720742751,BR015,Kenya Ports Authority,2026-03-26,Normal
M00611,Purity Wafula,21928139,0733524492,BR001,Ministry of Health,2023-10-24,Normal
M00612,Geoffrey Adhiambo,37386339,0748387144,BR008,National Police Service,2024-06-04,Normal
M00613,Esther Waweru,25686902,0714840043,BR001,Matatu SACCO Crew,2026-03-23,Normal
M00614,Stephen Mumo,33402770,0757395992,BR004,Ministry of Health,2019-07-04,Normal
